"","disputed_id","c1_author","c2_author","c1_delta","c2_delta","margin","winning_author","authorship"
"1","26","obstacles_to_peace","training_for_ballet",0.411499820930727,0.0817927664824526,0.329707054448274,"training_for_ballet","mcclure_my_autobiography_book"
"2","26","antonia","obstacles_to_peace",0.0690538777955091,0.365318125560736,0.296264247765227,"antonia","mcclure_my_autobiography_book"
"3","26","obstacles_to_peace","prof_house",0.40958612784659,0.176423758178049,0.233162369668542,"prof_house","mcclure_my_autobiography_book"
"4","26","obstacles_to_peace","plays_real_life",0.471823845225992,0.245208612846691,0.2266152323793,"plays_real_life","mcclure_my_autobiography_book"
"5","26","obscure_destinies","obstacles_to_peace",0.329221203484587,0.551428687399217,0.22220748391463,"obscure_destinies","mcclure_my_autobiography_book"
"6","26","obstacles_to_peace","shadows_rock",0.455329103761682,0.24069567704907,0.214633426712612,"shadows_rock","mcclure_my_autobiography_book"
"7","26","obstacles_to_peace","reviews_and_essays",0.660281270687342,0.452037992862624,0.208243277824717,"reviews_and_essays","mcclure_my_autobiography_book"
"8","26","o_pioneers","obstacles_to_peace",0.223616208829694,0.415814448942559,0.192198240112865,"o_pioneers","mcclure_my_autobiography_book"
"9","26","not_under_forty","obstacles_to_peace",0.276211887153688,0.466324793642472,0.190112906488784,"not_under_forty","mcclure_my_autobiography_book"
"10","26","lucy_gayheart","obstacles_to_peace",0.385450273328026,0.573951167582529,0.188500894254503,"lucy_gayheart","mcclure_my_autobiography_book"
"11","26","lost_lady","obstacles_to_peace",0.360458530797575,0.524766306862418,0.164307776064842,"lost_lady","mcclure_my_autobiography_book"
"12","26","death_comes","obstacles_to_peace",0.402817306816613,0.561217653376414,0.158400346559801,"death_comes","mcclure_my_autobiography_book"
"13","26","alexanders_bridge","obstacles_to_peace",0.269655053260235,0.417631854911595,0.14797680165136,"alexanders_bridge","mcclure_my_autobiography_book"
"14","26","obstacles_to_peace","one_of_ours",0.587340481755951,0.441220000584796,0.146120481171156,"one_of_ours","mcclure_my_autobiography_book"
"15","26","obstacles_to_peace","youth_medusa",0.418542481910371,0.283151415641913,0.135391066268458,"youth_medusa","mcclure_my_autobiography_book"
"16","26","obstacles_to_peace","stories",0.498801687113275,0.366284991065964,0.132516696047311,"stories","mcclure_my_autobiography_book"
"17","26","obstacles_to_peace","stories_reviews_essays",0.467444232316277,0.337274430256536,0.130169802059741,"stories_reviews_essays","mcclure_my_autobiography_book"
"18","26","obstacles_to_peace","song_lark",0.485318665445411,0.357035333288323,0.128283332157088,"song_lark","mcclure_my_autobiography_book"
"19","26","new_types_acting","obstacles_to_peace",0.374378375352773,0.489724675435608,0.115346300082835,"new_types_acting","mcclure_my_autobiography_book"
"20","26","obstacles_to_peace","sapphira",0.596547593589911,0.48971433399399,0.10683325959592,"sapphira","mcclure_my_autobiography_book"
"21","26","obstacles_to_peace","sweated_drama",0.160347284642223,0.0750634334033821,0.0852838512388412,"sweated_drama","mcclure_my_autobiography_book"
"22","26","obstacles_to_peace","troll_garden",0.492230086109262,0.413485005542716,0.0787450805665468,"troll_garden","mcclure_my_autobiography_book"
"23","26","cather_mcclures_magazine_pieces","obstacles_to_peace",0.467580202910946,0.513785379198179,0.0462051762872335,"cather_mcclures_magazine_pieces","mcclure_my_autobiography_book"
"24","26","obstacles_to_peace","three_american_singers",0.664495929106795,0.641534456577494,0.0229614725293005,"three_american_singers","mcclure_my_autobiography_book"
"25","27","obstacles_to_peace","training_for_ballet",0.678451084212549,0.267496011433615,0.410955072778934,"training_for_ballet","my_autobio_serial_1"
"26","27","antonia","obstacles_to_peace",0.114839449394409,0.50213795648113,0.38729850708672,"antonia","my_autobio_serial_1"
"27","27","obstacles_to_peace","shadows_rock",0.628555243698473,0.306810216204732,0.321745027493741,"shadows_rock","my_autobio_serial_1"
"28","27","obscure_destinies","obstacles_to_peace",0.373603364810273,0.663784573990927,0.290181209180654,"obscure_destinies","my_autobio_serial_1"
"29","27","obstacles_to_peace","prof_house",0.579553355822087,0.294952504136176,0.284600851685911,"prof_house","my_autobio_serial_1"
"30","27","lost_lady","obstacles_to_peace",0.441033898090565,0.685914459375979,0.244880561285413,"lost_lady","my_autobio_serial_1"
"31","27","obstacles_to_peace","youth_medusa",0.545087909227909,0.304019833038637,0.241068076189272,"youth_medusa","my_autobio_serial_1"
"32","27","obstacles_to_peace","sapphira",0.752454262046502,0.528928274932483,0.223525987114019,"sapphira","my_autobio_serial_1"
"33","27","o_pioneers","obstacles_to_peace",0.330897654007118,0.552634466760357,0.221736812753239,"o_pioneers","my_autobio_serial_1"
"34","27","obstacles_to_peace","stories",0.612349266659552,0.3950160267508,0.217333239908752,"stories","my_autobio_serial_1"
