,disputed_id,c1_author,c2_author,c1_delta,c2_delta,margin,winning_author,authorship
1,27,obstacles_to_peace,training_for_ballet,0.678451084,0.267496011,0.410955073,training_for_ballet,my_autobio_serial_1
2,27,antonia,obstacles_to_peace,0.114839449,0.502137956,0.387298507,antonia,my_autobio_serial_1
3,27,obstacles_to_peace,shadows_rock,0.628555244,0.306810216,0.321745027,shadows_rock,my_autobio_serial_1
4,27,obscure_destinies,obstacles_to_peace,0.373603365,0.663784574,0.290181209,obscure_destinies,my_autobio_serial_1
5,27,obstacles_to_peace,prof_house,0.579553356,0.294952504,0.284600852,prof_house,my_autobio_serial_1
6,27,lost_lady,obstacles_to_peace,0.441033898,0.685914459,0.244880561,lost_lady,my_autobio_serial_1
7,27,obstacles_to_peace,youth_medusa,0.545087909,0.304019833,0.241068076,youth_medusa,my_autobio_serial_1
8,27,obstacles_to_peace,sapphira,0.752454262,0.528928275,0.223525987,sapphira,my_autobio_serial_1
9,27,o_pioneers,obstacles_to_peace,0.330897654,0.552634467,0.221736813,o_pioneers,my_autobio_serial_1
10,27,obstacles_to_peace,stories,0.612349267,0.395016027,0.21733324,stories,my_autobio_serial_1
11,27,lucy_gayheart,obstacles_to_peace,0.351692755,0.568380081,0.216687325,lucy_gayheart,my_autobio_serial_1
12,27,obstacles_to_peace,plays_real_life,0.543053336,0.326425514,0.216627822,plays_real_life,my_autobio_serial_1
13,27,obstacles_to_peace,one_of_ours,0.622057337,0.407472191,0.214585145,one_of_ours,my_autobio_serial_1
14,27,obstacles_to_peace,stories_reviews_essays,0.604449397,0.398053177,0.20639622,stories_reviews_essays,my_autobio_serial_1
15,27,not_under_forty,obstacles_to_peace,0.31988478,0.522188747,0.202303968,not_under_forty,my_autobio_serial_1
16,27,new_types_acting,obstacles_to_peace,0.329147299,0.527894304,0.198747006,new_types_acting,my_autobio_serial_1
17,27,obstacles_to_peace,song_lark,0.54078707,0.35245655,0.18833052,song_lark,my_autobio_serial_1
18,27,alexanders_bridge,obstacles_to_peace,0.340192008,0.516357485,0.176165477,alexanders_bridge,my_autobio_serial_1
19,27,obstacles_to_peace,troll_garden,0.650412158,0.495214211,0.155197947,troll_garden,my_autobio_serial_1
20,27,death_comes,obstacles_to_peace,0.469053267,0.621405769,0.152352502,death_comes,my_autobio_serial_1
21,27,obstacles_to_peace,reviews_and_essays,0.681300893,0.529965934,0.151334959,reviews_and_essays,my_autobio_serial_1
22,27,obstacles_to_peace,sweated_drama,0.2789896,0.136765086,0.142224514,sweated_drama,my_autobio_serial_1
