id,c1_author,c2_author,McClure,Cather,margin,winning_author,disputed_id
1,obstacles_to_peace,training_for_ballet,0.462203574,0.114385919,0.347817655,training_for_ballet,26
2,obstacles_to_peace,antonia,0.359898582,0.072522867,0.287375715,antonia,26
3,obstacles_to_peace,lucy_gayheart,0.60366973,0.359164667,0.244505063,lucy_gayheart,26
4,obstacles_to_peace,prof_house,0.39588551,0.153436441,0.242449069,prof_house,26
5,obstacles_to_peace,obscure_destinies,0.556691884,0.319824814,0.23686707,obscure_destinies,26
6,obstacles_to_peace,shadows_rock,0.434807737,0.213798138,0.221009599,shadows_rock,26
