,disputed_id,c1_author,c2_author,c1_delta,c2_delta,margin,winning_author,authorship
75,29,lucy_gayheart,obstacles_to_peace,0.481654902,0.772797114,0.29114221,lucy_gayheart,my_autobio_serial_3
76,29,obstacles_to_peace,prof_house,0.528243206,0.266456231,0.26178697,prof_house,my_autobio_serial_3
77,29,o_pioneers,obstacles_to_peace,0.37380861,0.623158433,0.24934982,o_pioneers,my_autobio_serial_3
78,29,obscure_destinies,obstacles_to_peace,0.451464966,0.700609587,0.24914462,obscure_destinies,my_autobio_serial_3
79,29,obstacles_to_peace,shadows_rock,0.516497046,0.307112161,0.20938488,shadows_rock,my_autobio_serial_3
80,29,obstacles_to_peace,reviews_and_essays,0.745753251,0.539698193,0.20605506,reviews_and_essays,my_autobio_serial_3
81,29,obstacles_to_peace,one_of_ours,0.723004599,0.521922403,0.20108220,one_of_ours,my_autobio_serial_3
82,29,obstacles_to_peace,song_lark,0.638947262,0.44330471,0.19564255,song_lark,my_autobio_serial_3
83,29,not_under_forty,obstacles_to_peace,0.361741703,0.555025276,0.19328357,not_under_forty,my_autobio_serial_3
84,29,obstacles_to_peace,youth_medusa,0.629272073,0.437590953,0.19168112,youth_medusa,my_autobio_serial_3
85,29,obstacles_to_peace,stories_reviews_essays,0.687599902,0.497911988,0.18968791,stories_reviews_essays,my_autobio_serial_3
86,29,lost_lady,obstacles_to_peace,0.47124347,0.65795523,0.18671176,lost_lady,my_autobio_serial_3
87,29,obstacles_to_peace,stories,0.674793762,0.503647865,0.17114590,stories,my_autobio_serial_3
88,29,obstacles_to_peace,sapphira,0.739336907,0.571100371,0.16823654,sapphira,my_autobio_serial_3
89,29,alexanders_bridge,obstacles_to_peace,0.471723359,0.636319213,0.16459585,alexanders_bridge,my_autobio_serial_3
90,29,obstacles_to_peace,plays_real_life,0.747421082,0.586208837,0.16121224,plays_real_life,my_autobio_serial_3
91,29,new_types_acting,obstacles_to_peace,0.395044972,0.538401443,0.14335647,new_types_acting,my_autobio_serial_3
92,29,death_comes,obstacles_to_peace,0.529320527,0.618419461,0.08909893,death_comes,my_autobio_serial_3
93,29,obstacles_to_peace,troll_garden,0.700881435,0.614691577,0.08618986,troll_garden,my_autobio_serial_3
94,29,obstacles_to_peace,sweated_drama,0.652378687,0.570460523,0.08191816,sweated_drama,my_autobio_serial_3
95,29,obstacles_to_peace,three_american_singers,0.903369307,0.852329555,0.05103975,three_american_singers,my_autobio_serial_3
96,29,cather_mcclures_magazine_pieces,obstacles_to_peace,0.817192488,0.817210618,0.00001813,cather_mcclures_magazine_pieces,my_autobio_serial_3
97,30,obstacles_to_peace,training_for_ballet,0.56645779,0.221627062,0.34483073,training_for_ballet,my_autobio_serial_4
98,30,antonia,obstacles_to_peace,0.239338544,0.545366292,0.30602775,antonia,my_autobio_serial_4
99,30,obscure_destinies,obstacles_to_peace,0.452066607,0.735606919,0.28354031,obscure_destinies,my_autobio_serial_4
100,30,obstacles_to_peace,one_of_ours,0.725146181,0.45602739,0.26911879,one_of_ours,my_autobio_serial_4
101,30,obstacles_to_peace,prof_house,0.586242086,0.326026118,0.26021597,prof_house,my_autobio_serial_4
102,30,lucy_gayheart,obstacles_to_peace,0.48112383,0.733799116,0.25267529,lucy_gayheart,my_autobio_serial_4
103,30,obstacles_to_peace,shadows_rock,0.585414305,0.342080787,0.24333352,shadows_rock,my_autobio_serial_4
104,30,o_pioneers,obstacles_to_peace,0.395677697,0.622622747,0.22694505,o_pioneers,my_autobio_serial_4
105,30,obstacles_to_peace,song_lark,0.627397427,0.410164449,0.21723298,song_lark,my_autobio_serial_4
106,30,obstacles_to_peace,youth_medusa,0.611365448,0.395560586,0.21580486,youth_medusa,my_autobio_serial_4
107,30,lost_lady,obstacles_to_peace,0.431459907,0.643037961,0.21157805,lost_lady,my_autobio_serial_4
108,30,not_under_forty,obstacles_to_peace,0.399709706,0.601189817,0.20148011,not_under_forty,my_autobio_serial_4
109,30,obstacles_to_peace,stories_reviews_essays,0.656739564,0.457611416,0.19912815,stories_reviews_essays,my_autobio_serial_4
110,30,obstacles_to_peace,stories,0.698032578,0.500460969,0.19757161,stories,my_autobio_serial_4
111,30,obstacles_to_peace,sapphira,0.714633319,0.54256325,0.17207007,sapphira,my_autobio_serial_4
112,30,obstacles_to_peace,reviews_and_essays,0.785967865,0.617929578,0.16803829,reviews_and_essays,my_autobio_serial_4
113,30,alexanders_bridge,obstacles_to_peace,0.406711737,0.565167498,0.15845576,alexanders_bridge,my_autobio_serial_4
114,30,obstacles_to_peace,troll_garden,0.664064646,0.516117959,0.14794669,troll_garden,my_autobio_serial_4
115,30,death_comes,obstacles_to_peace,0.482726926,0.622177474,0.13945055,death_comes,my_autobio_serial_4
116,30,obstacles_to_peace,plays_real_life,0.62467317,0.522033277,0.10263989,plays_real_life,my_autobio_serial_4
117,30,obstacles_to_peace,sweated_drama,0.605586082,0.557491675,0.04809441,sweated_drama,my_autobio_serial_4
118,30,new_types_acting,obstacles_to_peace,0.554105689,0.601868795,0.04776311,new_types_acting,my_autobio_serial_4
119,30,obstacles_to_peace,three_american_singers,0.860946875,0.904961195,0.04401432,obstacles_to_peace,my_autobio_serial_4
120,30,cather_mcclures_magazine_pieces,obstacles_to_peace,0.742192371,0.753485764,0.01129339,cather_mcclures_magazine_pieces,my_autobio_serial_4
121,31,obstacles_to_peace,training_for_ballet,0.650258107,0.274566936,0.37569117,training_for_ballet,my_autobio_serial_5
122,31,antonia,obstacles_to_peace,0.206938747,0.519337978,0.31239923,antonia,my_autobio_serial_5
123,31,lucy_gayheart,obstacles_to_peace,0.506230011,0.788648357,0.28241835,lucy_gayheart,my_autobio_serial_5
124,31,obstacles_to_peace,prof_house,0.615890046,0.343305376,0.27258467,prof_house,my_autobio_serial_5
125,31,obscure_destinies,obstacles_to_peace,0.413409682,0.67698397,0.26357429,obscure_destinies,my_autobio_serial_5
126,31,o_pioneers,obstacles_to_peace,0.304396651,0.558176353,0.25377970,o_pioneers,my_autobio_serial_5
127,31,obstacles_to_peace,shadows_rock,0.568599805,0.349011643,0.21958816,shadows_rock,my_autobio_serial_5
128,31,obstacles_to_peace,sapphira,0.796890836,0.5824426,0.21444824,sapphira,my_autobio_serial_5
129,31,obstacles_to_peace,song_lark,0.690397588,0.485526201,0.20487139,song_lark,my_autobio_serial_5
130,31,obstacles_to_peace,one_of_ours,0.756440119,0.55179632,0.20464380,one_of_ours,my_autobio_serial_5
131,31,obstacles_to_peace,stories,0.731431816,0.529018045,0.20241377,stories,my_autobio_serial_5
132,31,lost_lady,obstacles_to_peace,0.433245041,0.633080242,0.19983520,lost_lady,my_autobio_serial_5
133,31,obstacles_to_peace,stories_reviews_essays,0.740634832,0.542604933,0.19802990,stories_reviews_essays,my_autobio_serial_5
134,31,not_under_forty,obstacles_to_peace,0.462307568,0.658710839,0.19640327,not_under_forty,my_autobio_serial_5
135,31,obstacles_to_peace,youth_medusa,0.606547827,0.410266099,0.19628173,youth_medusa,my_autobio_serial_5
136,31,death_comes,obstacles_to_peace,0.617156019,0.808812624,0.19165660,death_comes,my_autobio_serial_5
137,31,alexanders_bridge,obstacles_to_peace,0.401276951,0.577500327,0.17622338,alexanders_bridge,my_autobio_serial_5
138,31,obstacles_to_peace,reviews_and_essays,0.783018305,0.61882918,0.16418913,reviews_and_essays,my_autobio_serial_5
139,31,obstacles_to_peace,plays_real_life,0.696143258,0.552231868,0.14391139,plays_real_life,my_autobio_serial_5
140,31,obstacles_to_peace,troll_garden,0.602123369,0.467943825,0.13417954,troll_garden,my_autobio_serial_5
141,31,new_types_acting,obstacles_to_peace,0.471242651,0.604295885,0.13305323,new_types_acting,my_autobio_serial_5
142,31,cather_mcclures_magazine_pieces,obstacles_to_peace,0.72360977,0.819266908,0.09565714,cather_mcclures_magazine_pieces,my_autobio_serial_5
143,31,obstacles_to_peace,sweated_drama,0.594100023,0.504997651,0.08910237,sweated_drama,my_autobio_serial_5
144,31,obstacles_to_peace,three_american_singers,0.907744105,0.860674749,0.04706936,three_american_singers,my_autobio_serial_5
145,32,obstacles_to_peace,training_for_ballet,1.049851923,0.683445418,0.36640651,training_for_ballet,my_autobio_serial_6
146,32,antonia,obstacles_to_peace,0.43818853,0.754518976,0.31633045,antonia,my_autobio_serial_6
147,32,obscure_destinies,obstacles_to_peace,0.641603902,0.944149891,0.30254599,obscure_destinies,my_autobio_serial_6
148,32,obstacles_to_peace,song_lark,0.887786861,0.621379282,0.26640758,song_lark,my_autobio_serial_6
149,32,lucy_gayheart,obstacles_to_peace,0.69439405,0.956738176,0.26234413,lucy_gayheart,my_autobio_serial_6
150,32,obstacles_to_peace,youth_medusa,0.826593551,0.56485773,0.26173582,youth_medusa,my_autobio_serial_6
151,32,obstacles_to_peace,prof_house,0.688488268,0.439208522,0.24927975,prof_house,my_autobio_serial_6
152,32,lost_lady,obstacles_to_peace,0.716137294,0.955634885,0.23949759,lost_lady,my_autobio_serial_6
153,32,obstacles_to_peace,one_of_ours,0.886955561,0.648779058,0.23817650,one_of_ours,my_autobio_serial_6
154,32,obstacles_to_peace,reviews_and_essays,1.048022518,0.810849861,0.23717266,reviews_and_essays,my_autobio_serial_6
155,32,obstacles_to_peace,stories_reviews_essays,0.799059931,0.587315493,0.21174444,stories_reviews_essays,my_autobio_serial_6
156,32,obstacles_to_peace,shadows_rock,0.7655362,0.555981677,0.20955452,shadows_rock,my_autobio_serial_6
157,32,obstacles_to_peace,plays_real_life,0.910530151,0.703392641,0.20713751,plays_real_life,my_autobio_serial_6
158,32,o_pioneers,obstacles_to_peace,0.53532045,0.7361206,0.20080015,o_pioneers,my_autobio_serial_6
159,32,obstacles_to_peace,sapphira,1.050195353,0.858284599,0.19191075,sapphira,my_autobio_serial_6
160,32,obstacles_to_peace,troll_garden,0.86258842,0.694283589,0.16830483,troll_garden,my_autobio_serial_6
161,32,obstacles_to_peace,stories,0.801979583,0.635476396,0.16650319,stories,my_autobio_serial_6
162,32,not_under_forty,obstacles_to_peace,0.590981459,0.756644878,0.16566342,not_under_forty,my_autobio_serial_6
163,32,alexanders_bridge,obstacles_to_peace,0.642413316,0.806051291,0.16363798,alexanders_bridge,my_autobio_serial_6
164,32,death_comes,obstacles_to_peace,0.68833192,0.837726847,0.14939493,death_comes,my_autobio_serial_6
165,32,new_types_acting,obstacles_to_peace,0.737275162,0.848578736,0.11130357,new_types_acting,my_autobio_serial_6
166,32,cather_mcclures_magazine_pieces,obstacles_to_peace,0.976902803,1.085212823,0.10831002,cather_mcclures_magazine_pieces,my_autobio_serial_6
167,32,obstacles_to_peace,sweated_drama,0.723382016,0.62079055,0.10259147,sweated_drama,my_autobio_serial_6
168,32,obstacles_to_peace,three_american_singers,1.185847195,1.20784732,0.02200012,obstacles_to_peace,my_autobio_serial_6
169,33,obstacles_to_peace,training_for_ballet,0.758428449,0.384624321,0.37380413,training_for_ballet,my_autobio_serial_7
170,33,antonia,obstacles_to_peace,0.493672498,0.780212257,0.28653976,antonia,my_autobio_serial_7
171,33,obstacles_to_peace,prof_house,0.728665182,0.488305265,0.24035992,prof_house,my_autobio_serial_7
172,33,lucy_gayheart,obstacles_to_peace,0.746171833,0.960227245,0.21405541,lucy_gayheart,my_autobio_serial_7
173,33,not_under_forty,obstacles_to_peace,0.630497771,0.841689933,0.21119216,not_under_forty,my_autobio_serial_7
174,33,obstacles_to_peace,youth_medusa,0.778048725,0.574411742,0.20363698,youth_medusa,my_autobio_serial_7
175,33,obstacles_to_peace,stories,0.875236135,0.68646493,0.18877121,stories,my_autobio_serial_7
176,33,obstacles_to_peace,one_of_ours,0.868440734,0.683971082,0.18446965,one_of_ours,my_autobio_serial_7
177,33,obscure_destinies,obstacles_to_peace,0.75970341,0.941140419,0.18143701,obscure_destinies,my_autobio_serial_7
178,33,o_pioneers,obstacles_to_peace,0.626590704,0.800189477,0.17359877,o_pioneers,my_autobio_serial_7
179,33,obstacles_to_peace,song_lark,0.801459061,0.628665059,0.17279400,song_lark,my_autobio_serial_7
180,33,obstacles_to_peace,shadows_rock,0.820439236,0.650008415,0.17043082,shadows_rock,my_autobio_serial_7
181,33,obstacles_to_peace,stories_reviews_essays,0.835960572,0.668128631,0.16783194,stories_reviews_essays,my_autobio_serial_7
182,33,obstacles_to_peace,reviews_and_essays,1.020167478,0.884624699,0.13554278,reviews_and_essays,my_autobio_serial_7
183,33,alexanders_bridge,obstacles_to_peace,0.710904116,0.84200623,0.13110211,alexanders_bridge,my_autobio_serial_7
184,33,obstacles_to_peace,sapphira,0.92548593,0.796631107,0.12885482,sapphira,my_autobio_serial_7
185,33,new_types_acting,obstacles_to_peace,0.815106906,0.943463685,0.12835678,new_types_acting,my_autobio_serial_7
186,33,lost_lady,obstacles_to_peace,0.710714574,0.83452107,0.12380650,lost_lady,my_autobio_serial_7
187,33,obstacles_to_peace,plays_real_life,0.789185265,0.666243433,0.12294183,plays_real_life,my_autobio_serial_7
188,33,obstacles_to_peace,troll_garden,0.854043562,0.734767424,0.11927614,troll_garden,my_autobio_serial_7
189,33,death_comes,obstacles_to_peace,0.809962774,0.928979627,0.11901685,death_comes,my_autobio_serial_7
190,33,obstacles_to_peace,three_american_singers,1.158774025,1.089464296,0.06930973,three_american_singers,my_autobio_serial_7
191,33,cather_mcclures_magazine_pieces,obstacles_to_peace,0.984910397,1.039746059,0.05483566,cather_mcclures_magazine_pieces,my_autobio_serial_7
192,33,obstacles_to_peace,sweated_drama,0.82702474,0.783784618,0.04324012,sweated_drama,my_autobio_serial_7
193,34,obstacles_to_peace,training_for_ballet,0.518629752,0.195010234,0.32361952,training_for_ballet,my_autobio_serial_8
194,34,not_under_forty,obstacles_to_peace,0.316993258,0.495639116,0.17864586,not_under_forty,my_autobio_serial_8
195,34,o_pioneers,obstacles_to_peace,0.207729752,0.382704156,0.17497440,o_pioneers,my_autobio_serial_8
196,34,new_types_acting,obstacles_to_peace,0.195887961,0.356645406,0.16075744,new_types_acting,my_autobio_serial_8
197,34,antonia,obstacles_to_peace,0.105871414,0.262676261,0.15680485,antonia,my_autobio_serial_8
198,34,obstacles_to_peace,one_of_ours,0.412820739,0.260144026,0.15267671,one_of_ours,my_autobio_serial_8
199,34,obstacles_to_peace,song_lark,0.374146123,0.22531452,0.14883160,song_lark,my_autobio_serial_8
200,34,lucy_gayheart,obstacles_to_peace,0.234571998,0.382363948,0.14779195,lucy_gayheart,my_autobio_serial_8
201,34,obscure_destinies,obstacles_to_peace,0.186684569,0.333468263,0.14678369,obscure_destinies,my_autobio_serial_8
202,34,obstacles_to_peace,prof_house,0.332865588,0.187481429,0.14538416,prof_house,my_autobio_serial_8
203,34,obstacles_to_peace,plays_real_life,0.447190552,0.302601107,0.14458944,plays_real_life,my_autobio_serial_8
204,34,obstacles_to_peace,stories_reviews_essays,0.491857076,0.353815662,0.13804141,stories_reviews_essays,my_autobio_serial_8
205,34,obstacles_to_peace,youth_medusa,0.552937877,0.415690046,0.13724783,youth_medusa,my_autobio_serial_8
206,34,lost_lady,obstacles_to_peace,0.266927601,0.397110894,0.13018329,lost_lady,my_autobio_serial_8
207,34,obstacles_to_peace,stories,0.464610556,0.368478339,0.09613222,stories,my_autobio_serial_8
208,34,obstacles_to_peace,reviews_and_essays,0.316880476,0.249792815,0.06708766,reviews_and_essays,my_autobio_serial_8
209,34,obstacles_to_peace,shadows_rock,0.351053727,0.284320555,0.06673317,shadows_rock,my_autobio_serial_8
210,34,alexanders_bridge,obstacles_to_peace,0.308325986,0.368299906,0.05997392,alexanders_bridge,my_autobio_serial_8
211,34,obstacles_to_peace,sapphira,0.46811583,0.413413295,0.05470254,sapphira,my_autobio_serial_8
212,34,obstacles_to_peace,sweated_drama,0.240254472,0.186776503,0.05347797,sweated_drama,my_autobio_serial_8
213,34,obstacles_to_peace,troll_garden,0.547847623,0.503434042,0.04441358,troll_garden,my_autobio_serial_8
214,34,obstacles_to_peace,three_american_singers,0.452369468,0.484583265,0.03221380,obstacles_to_peace,my_autobio_serial_8
215,34,cather_mcclures_magazine_pieces,obstacles_to_peace,0.364782208,0.39196587,0.02718366,cather_mcclures_magazine_pieces,my_autobio_serial_8
216,34,death_comes,obstacles_to_peace,0.433631624,0.434948662,0.00131704,death_comes,my_autobio_serial_8
217,35,obstacles_to_peace,training_for_ballet,0.506551636,0.141315185,0.36523645,training_for_ballet,my_autobio_serial_all
218,35,antonia,obstacles_to_peace,0.067841993,0.355225468,0.28738348,antonia,my_autobio_serial_all
219,35,lucy_gayheart,obstacles_to_peace,0.363567934,0.636626529,0.27305859,lucy_gayheart,my_autobio_serial_all
220,35,obstacles_to_peace,prof_house,0.406343431,0.17352408,0.23281935,prof_house,my_autobio_serial_all
221,35,obscure_destinies,obstacles_to_peace,0.32615333,0.547219295,0.22106596,obscure_destinies,my_autobio_serial_all
222,35,o_pioneers,obstacles_to_peace,0.201626078,0.416266453,0.21464037,o_pioneers,my_autobio_serial_all
223,35,obstacles_to_peace,reviews_and_essays,0.687116184,0.479998914,0.20711727,reviews_and_essays,my_autobio_serial_all
224,35,not_under_forty,obstacles_to_peace,0.285369761,0.483384163,0.19801440,not_under_forty,my_autobio_serial_all
225,35,obstacles_to_peace,shadows_rock,0.450795921,0.255374137,0.19542178,shadows_rock,my_autobio_serial_all
226,35,obstacles_to_peace,one_of_ours,0.531904975,0.340962848,0.19094213,one_of_ours,my_autobio_serial_all
227,35,obstacles_to_peace,plays_real_life,0.546250014,0.36106463,0.18518538,plays_real_life,my_autobio_serial_all
228,35,obstacles_to_peace,sapphira,0.630690569,0.450952375,0.17973819,sapphira,my_autobio_serial_all
229,35,alexanders_bridge,obstacles_to_peace,0.300311811,0.472798713,0.17248690,alexanders_bridge,my_autobio_serial_all
230,35,lost_lady,obstacles_to_peace,0.350238667,0.522661104,0.17242244,lost_lady,my_autobio_serial_all
231,35,obstacles_to_peace,stories_reviews_essays,0.495978528,0.330626916,0.16535161,stories_reviews_essays,my_autobio_serial_all
232,35,obstacles_to_peace,stories,0.457517614,0.309304936,0.14821268,stories,my_autobio_serial_all
233,35,obstacles_to_peace,song_lark,0.470010395,0.323464153,0.14654624,song_lark,my_autobio_serial_all
234,35,death_comes,obstacles_to_peace,0.40984835,0.548935295,0.13908695,death_comes,my_autobio_serial_all
235,35,obstacles_to_peace,youth_medusa,0.38525219,0.249423618,0.13582857,youth_medusa,my_autobio_serial_all
236,35,new_types_acting,obstacles_to_peace,0.388317897,0.523236945,0.13491905,new_types_acting,my_autobio_serial_all
237,35,obstacles_to_peace,troll_garden,0.529723902,0.426423474,0.10330043,troll_garden,my_autobio_serial_all
238,35,obstacles_to_peace,sweated_drama,0.494999046,0.401595518,0.09340353,sweated_drama,my_autobio_serial_all
239,35,cather_mcclures_magazine_pieces,obstacles_to_peace,0.586685308,0.62005469,0.03336938,cather_mcclures_magazine_pieces,my_autobio_serial_all
240,35,obstacles_to_peace,three_american_singers,0.725222952,0.692822084,0.03240087,three_american_singers,my_autobio_serial_all
