id,c1_author,c2_author,McClure,Cather,margin,winning_author,disputed_id
1,obstacles_to_peace,training_for_ballet,0.458691082,0.097771676,0.360919406,training_for_ballet,35
2,obstacles_to_peace,antonia,0.3537427,0.071088422,0.282654278,antonia,35
3,obstacles_to_peace,prof_house,0.390307609,0.154861731,0.235445878,prof_house,35
4,obstacles_to_peace,plays_real_life,0.474792129,0.243156162,0.231635967,plays_real_life,35
5,obstacles_to_peace,obscure_destinies,0.554689831,0.328928283,0.225761548,obscure_destinies,35
6,obstacles_to_peace,not_under_forty,0.5063032,0.288063488,0.218239712,not_under_forty,35
