id,c1_author,c2_author,McClure,Cather,margin,winning_author,disputed_id
1,obstacles_to_peace,training_for_ballet,0.411499821,0.081792766,0.329707054,training_for_ballet,26
2,obstacles_to_peace,antonia,0.365318126,0.069053878,0.296264248,antonia,26
3,obstacles_to_peace,prof_house,0.409586128,0.176423758,0.23316237,prof_house,26
4,obstacles_to_peace,plays_real_life,0.471823845,0.245208613,0.226615232,plays_real_life,26
5,obstacles_to_peace,obscure_destinies,0.551428687,0.329221203,0.222207484,obscure_destinies,26
6,obstacles_to_peace,shadows_rock,0.455329104,0.240695677,0.214633427,shadows_rock,26
