"","disputed_id","c1_author","c2_author","c1_delta","c2_delta","margin","winning_author","authorship","label"
"18","27","alexanders_bridge","obstacles_to_peace",0.332737144750445,0.49650188201412,0.163764737263675,"alexanders_bridge","my_autobio_serial_1","alexanders_bridge vs. obstacles_to_peace"
"19","27","obstacles_to_peace","troll_garden",0.653814592850831,0.494193410034358,0.159621182816473,"troll_garden","my_autobio_serial_1","obstacles_to_peace vs. troll_garden"
"20","27","death_comes","obstacles_to_peace",0.459071224922432,0.610962180351622,0.15189095542919,"death_comes","my_autobio_serial_1","death_comes vs. obstacles_to_peace"
"21","27","obstacles_to_peace","reviews_and_essays",0.659365916579964,0.527731635914732,0.131634280665232,"reviews_and_essays","my_autobio_serial_1","obstacles_to_peace vs. reviews_and_essays"
"22","27","cather_mcclures_magazine_pieces","obstacles_to_peace",0.505223651761167,0.605626965532674,0.100403313771507,"cather_mcclures_magazine_pieces","my_autobio_serial_1","cather_mcclures_magazine_pieces vs. obstacles_to_peace"
"23","27","obstacles_to_peace","sweated_drama",0.444979899832869,0.372331391183535,0.072648508649334,"sweated_drama","my_autobio_serial_1","obstacles_to_peace vs. sweated_drama"
"24","27","obstacles_to_peace","three_american_singers",0.643839502241887,0.623856393835698,0.019983108406189,"three_american_singers","my_autobio_serial_1","obstacles_to_peace vs. three_american_singers"
"25","28","obstacles_to_peace","training_for_ballet",0.824899592202686,0.43372386828971,0.391175723912976,"training_for_ballet","my_autobio_serial_2","obstacles_to_peace vs. training_for_ballet"
"26","28","antonia","obstacles_to_peace",0.267227298835241,0.580485958635087,0.313258659799846,"antonia","my_autobio_serial_2","antonia vs. obstacles_to_peace"
"27","28","obstacles_to_peace","prof_house",0.656713818459231,0.391949103936068,0.264764714523163,"prof_house","my_autobio_serial_2","obstacles_to_peace vs. prof_house"
"28","28","o_pioneers","obstacles_to_peace",0.389842772575618,0.653811935455559,0.263969162879941,"o_pioneers","my_autobio_serial_2","o_pioneers vs. obstacles_to_peace"
"29","28","lucy_gayheart","obstacles_to_peace",0.551432997934388,0.805737184848438,0.25430418691405,"lucy_gayheart","my_autobio_serial_2","lucy_gayheart vs. obstacles_to_peace"
"30","28","obscure_destinies","obstacles_to_peace",0.52070827051492,0.756660000251264,0.235951729736344,"obscure_destinies","my_autobio_serial_2","obscure_destinies vs. obstacles_to_peace"
"31","28","obstacles_to_peace","one_of_ours",0.802496189199163,0.580262723915713,0.22223346528345,"one_of_ours","my_autobio_serial_2","obstacles_to_peace vs. one_of_ours"
"32","28","obstacles_to_peace","song_lark",0.729753361060683,0.508368275363606,0.221385085697077,"song_lark","my_autobio_serial_2","obstacles_to_peace vs. song_lark"
"33","28","lost_lady","obstacles_to_peace",0.527055352570847,0.741698853094658,0.214643500523811,"lost_lady","my_autobio_serial_2","lost_lady vs. obstacles_to_peace"
"34","28","obstacles_to_peace","youth_medusa",0.708086596940854,0.496287901035064,0.21179869590579,"youth_medusa","my_autobio_serial_2","obstacles_to_peace vs. youth_medusa"
"35","28","obstacles_to_peace","shadows_rock",0.64066503085656,0.429532700156086,0.211132330700474,"shadows_rock","my_autobio_serial_2","obstacles_to_peace vs. shadows_rock"
"36","28","obstacles_to_peace","stories",0.736437936268126,0.541744586926341,0.194693349341785,"stories","my_autobio_serial_2","obstacles_to_peace vs. stories"
"37","28","not_under_forty","obstacles_to_peace",0.479313548085864,0.669063780985955,0.189750232900091,"not_under_forty","my_autobio_serial_2","not_under_forty vs. obstacles_to_peace"
"38","28","obstacles_to_peace","sapphira",0.864638214766053,0.684998607260529,0.179639607505524,"sapphira","my_autobio_serial_2","obstacles_to_peace vs. sapphira"
"39","28","obstacles_to_peace","reviews_and_essays",0.847953090024736,0.670177294281232,0.177775795743504,"reviews_and_essays","my_autobio_serial_2","obstacles_to_peace vs. reviews_and_essays"
"40","28","obstacles_to_peace","stories_reviews_essays",0.735302937435884,0.562386907318857,0.172916030117027,"stories_reviews_essays","my_autobio_serial_2","obstacles_to_peace vs. stories_reviews_essays"
"41","28","death_comes","obstacles_to_peace",0.690326323956748,0.839205740803915,0.148879416847167,"death_comes","my_autobio_serial_2","death_comes vs. obstacles_to_peace"
"42","28","new_types_acting","obstacles_to_peace",0.435862363666931,0.575737567795132,0.139875204128201,"new_types_acting","my_autobio_serial_2","new_types_acting vs. obstacles_to_peace"
"43","28","alexanders_bridge","obstacles_to_peace",0.48872619205225,0.626606350831356,0.137880158779106,"alexanders_bridge","my_autobio_serial_2","alexanders_bridge vs. obstacles_to_peace"
"44","28","obstacles_to_peace","plays_real_life",0.71498022109331,0.599879877308349,0.115100343784961,"plays_real_life","my_autobio_serial_2","obstacles_to_peace vs. plays_real_life"
"45","28","obstacles_to_peace","troll_garden",0.684487132020819,0.593002773510098,0.091484358510721,"troll_garden","my_autobio_serial_2","obstacles_to_peace vs. troll_garden"
"46","28","cather_mcclures_magazine_pieces","obstacles_to_peace",0.812101974085067,0.835341460082425,0.023239485997358,"cather_mcclures_magazine_pieces","my_autobio_serial_2","cather_mcclures_magazine_pieces vs. obstacles_to_peace"
"47","28","obstacles_to_peace","three_american_singers",0.869310861187663,0.889916601258212,0.0206057400705491,"obstacles_to_peace","my_autobio_serial_2","obstacles_to_peace vs. three_american_singers"
"48","28","obstacles_to_peace","sweated_drama",0.676208205697724,0.66052956761084,0.015678638086884,"sweated_drama","my_autobio_serial_2","obstacles_to_peace vs. sweated_drama"
"49","29","obstacles_to_peace","training_for_ballet",0.715952605259636,0.275515757099437,0.440436848160199,"training_for_ballet","my_autobio_serial_3","obstacles_to_peace vs. training_for_ballet"
"50","29","antonia","obstacles_to_peace",0.161360142492073,0.481981832275289,0.320621689783216,"antonia","my_autobio_serial_3","antonia vs. obstacles_to_peace"
"51","29","lucy_gayheart","obstacles_to_peace",0.481654901628098,0.772797114112779,0.291142212484681,"lucy_gayheart","my_autobio_serial_3","lucy_gayheart vs. obstacles_to_peace"
"52","29","obstacles_to_peace","prof_house",0.528243205695009,0.26645623088649,0.261786974808519,"prof_house","my_autobio_serial_3","obstacles_to_peace vs. prof_house"
"53","29","o_pioneers","obstacles_to_peace",0.373808609853649,0.623158432728316,0.249349822874667,"o_pioneers","my_autobio_serial_3","o_pioneers vs. obstacles_to_peace"
"54","29","obscure_destinies","obstacles_to_peace",0.451464966179166,0.700609586813535,0.249144620634369,"obscure_destinies","my_autobio_serial_3","obscure_destinies vs. obstacles_to_peace"
"55","29","obstacles_to_peace","shadows_rock",0.516497045663534,0.307112161257975,0.209384884405559,"shadows_rock","my_autobio_serial_3","obstacles_to_peace vs. shadows_rock"
"56","29","obstacles_to_peace","reviews_and_essays",0.745753250966804,0.539698193392495,0.206055057574309,"reviews_and_essays","my_autobio_serial_3","obstacles_to_peace vs. reviews_and_essays"
"57","29","obstacles_to_peace","one_of_ours",0.723004599182107,0.521922402888366,0.201082196293741,"one_of_ours","my_autobio_serial_3","obstacles_to_peace vs. one_of_ours"
"58","29","obstacles_to_peace","song_lark",0.63894726154194,0.4433047095046,0.19564255203734,"song_lark","my_autobio_serial_3","obstacles_to_peace vs. song_lark"
"59","29","not_under_forty","obstacles_to_peace",0.361741702981645,0.555025276231077,0.193283573249432,"not_under_forty","my_autobio_serial_3","not_under_forty vs. obstacles_to_peace"
"60","29","obstacles_to_peace","youth_medusa",0.629272073484888,0.437590952901791,0.191681120583097,"youth_medusa","my_autobio_serial_3","obstacles_to_peace vs. youth_medusa"
"61","29","obstacles_to_peace","stories_reviews_essays",0.687599901686526,0.497911988217928,0.189687913468598,"stories_reviews_essays","my_autobio_serial_3","obstacles_to_peace vs. stories_reviews_essays"
"62","29","lost_lady","obstacles_to_peace",0.471243470008654,0.657955230353946,0.186711760345292,"lost_lady","my_autobio_serial_3","lost_lady vs. obstacles_to_peace"
"63","29","obstacles_to_peace","stories",0.674793761945929,0.503647865449435,0.171145896496494,"stories","my_autobio_serial_3","obstacles_to_peace vs. stories"
"64","29","obstacles_to_peace","sapphira",0.739336907233451,0.571100370818884,0.168236536414567,"sapphira","my_autobio_serial_3","obstacles_to_peace vs. sapphira"
"65","29","alexanders_bridge","obstacles_to_peace",0.471723358943815,0.6363192129529,0.164595854009085,"alexanders_bridge","my_autobio_serial_3","alexanders_bridge vs. obstacles_to_peace"
"66","29","obstacles_to_peace","plays_real_life",0.747421081503882,0.586208837130826,0.161212244373056,"plays_real_life","my_autobio_serial_3","obstacles_to_peace vs. plays_real_life"
"67","29","new_types_acting","obstacles_to_peace",0.395044972467084,0.538401442981533,0.143356470514449,"new_types_acting","my_autobio_serial_3","new_types_acting vs. obstacles_to_peace"
"68","29","death_comes","obstacles_to_peace",0.529320527275239,0.618419461094813,0.089098933819574,"death_comes","my_autobio_serial_3","death_comes vs. obstacles_to_peace"
"69","29","obstacles_to_peace","troll_garden",0.700881434888687,0.614691577403717,0.08618985748497,"troll_garden","my_autobio_serial_3","obstacles_to_peace vs. troll_garden"
"70","29","obstacles_to_peace","sweated_drama",0.652378687090513,0.570460522746043,0.0819181643444701,"sweated_drama","my_autobio_serial_3","obstacles_to_peace vs. sweated_drama"
"71","29","obstacles_to_peace","three_american_singers",0.903369307410211,0.852329555402233,0.0510397520079781,"three_american_singers","my_autobio_serial_3","obstacles_to_peace vs. three_american_singers"
"72","29","cather_mcclures_magazine_pieces","obstacles_to_peace",0.817192488055884,0.817210618132629,1.81300767450043e-05,"cather_mcclures_magazine_pieces","my_autobio_serial_3","cather_mcclures_magazine_pieces vs. obstacles_to_peace"
"73","30","obstacles_to_peace","training_for_ballet",0.566457790010267,0.221627061590173,0.344830728420094,"training_for_ballet","my_autobio_serial_4","obstacles_to_peace vs. training_for_ballet"
"74","30","antonia","obstacles_to_peace",0.239338543543722,0.545366291805016,0.306027748261294,"antonia","my_autobio_serial_4","antonia vs. obstacles_to_peace"
"75","30","obscure_destinies","obstacles_to_peace",0.452066607042467,0.735606918735405,0.283540311692938,"obscure_destinies","my_autobio_serial_4","obscure_destinies vs. obstacles_to_peace"
"76","30","obstacles_to_peace","one_of_ours",0.725146181120718,0.456027390100745,0.269118791019973,"one_of_ours","my_autobio_serial_4","obstacles_to_peace vs. one_of_ours"
"77","30","obstacles_to_peace","prof_house",0.586242085566322,0.326026117579284,0.260215967987038,"prof_house","my_autobio_serial_4","obstacles_to_peace vs. prof_house"
"78","30","lucy_gayheart","obstacles_to_peace",0.48112382977031,0.733799115615879,0.252675285845569,"lucy_gayheart","my_autobio_serial_4","lucy_gayheart vs. obstacles_to_peace"
"79","30","obstacles_to_peace","shadows_rock",0.585414304837969,0.342080787404082,0.243333517433887,"shadows_rock","my_autobio_serial_4","obstacles_to_peace vs. shadows_rock"
"80","30","o_pioneers","obstacles_to_peace",0.395677697381696,0.622622747340196,0.2269450499585,"o_pioneers","my_autobio_serial_4","o_pioneers vs. obstacles_to_peace"
"81","30","obstacles_to_peace","song_lark",0.627397426992659,0.410164449412655,0.217232977580004,"song_lark","my_autobio_serial_4","obstacles_to_peace vs. song_lark"
"82","30","obstacles_to_peace","youth_medusa",0.611365447774369,0.395560585750136,0.215804862024233,"youth_medusa","my_autobio_serial_4","obstacles_to_peace vs. youth_medusa"
"83","30","lost_lady","obstacles_to_peace",0.431459907349917,0.643037961134691,0.211578053784774,"lost_lady","my_autobio_serial_4","lost_lady vs. obstacles_to_peace"
"84","30","not_under_forty","obstacles_to_peace",0.399709706213803,0.601189816905699,0.201480110691896,"not_under_forty","my_autobio_serial_4","not_under_forty vs. obstacles_to_peace"
"85","30","obstacles_to_peace","stories_reviews_essays",0.656739564434702,0.457611415750758,0.199128148683944,"stories_reviews_essays","my_autobio_serial_4","obstacles_to_peace vs. stories_reviews_essays"
"86","30","obstacles_to_peace","stories",0.698032578440582,0.500460968900133,0.197571609540449,"stories","my_autobio_serial_4","obstacles_to_peace vs. stories"
"87","30","obstacles_to_peace","sapphira",0.714633319167193,0.542563250056354,0.172070069110839,"sapphira","my_autobio_serial_4","obstacles_to_peace vs. sapphira"
"88","30","obstacles_to_peace","reviews_and_essays",0.78596786532573,0.617929577766492,0.168038287559238,"reviews_and_essays","my_autobio_serial_4","obstacles_to_peace vs. reviews_and_essays"
"89","30","alexanders_bridge","obstacles_to_peace",0.406711736953553,0.56516749780587,0.158455760852317,"alexanders_bridge","my_autobio_serial_4","alexanders_bridge vs. obstacles_to_peace"
"90","30","obstacles_to_peace","troll_garden",0.664064646202657,0.516117959193993,0.147946687008664,"troll_garden","my_autobio_serial_4","obstacles_to_peace vs. troll_garden"
"91","30","death_comes","obstacles_to_peace",0.482726926406707,0.622177474286897,0.13945054788019,"death_comes","my_autobio_serial_4","death_comes vs. obstacles_to_peace"
"92","30","obstacles_to_peace","plays_real_life",0.624673169882693,0.522033277106223,0.10263989277647,"plays_real_life","my_autobio_serial_4","obstacles_to_peace vs. plays_real_life"
"93","30","obstacles_to_peace","sweated_drama",0.605586082270248,0.557491675420457,0.048094406849791,"sweated_drama","my_autobio_serial_4","obstacles_to_peace vs. sweated_drama"
"94","30","new_types_acting","obstacles_to_peace",0.554105688923208,0.601868794927736,0.047763106004528,"new_types_acting","my_autobio_serial_4","new_types_acting vs. obstacles_to_peace"
"95","30","obstacles_to_peace","three_american_singers",0.86094687526659,0.90496119470019,0.0440143194336,"obstacles_to_peace","my_autobio_serial_4","obstacles_to_peace vs. three_american_singers"
"96","30","cather_mcclures_magazine_pieces","obstacles_to_peace",0.742192370940384,0.753485764488269,0.0112933935478849,"cather_mcclures_magazine_pieces","my_autobio_serial_4","cather_mcclures_magazine_pieces vs. obstacles_to_peace"
"97","31","obstacles_to_peace","training_for_ballet",0.650258107019227,0.27456693639601,0.375691170623217,"training_for_ballet","my_autobio_serial_5","obstacles_to_peace vs. training_for_ballet"
"98","31","antonia","obstacles_to_peace",0.206938746621157,0.51933797795705,0.312399231335893,"antonia","my_autobio_serial_5","antonia vs. obstacles_to_peace"
"99","31","lucy_gayheart","obstacles_to_peace",0.506230010803507,0.788648356700834,0.282418345897327,"lucy_gayheart","my_autobio_serial_5","lucy_gayheart vs. obstacles_to_peace"
"100","31","obstacles_to_peace","prof_house",0.615890046077234,0.343305376195416,0.272584669881818,"prof_house","my_autobio_serial_5","obstacles_to_peace vs. prof_house"
"101","31","obscure_destinies","obstacles_to_peace",0.413409682166325,0.676983970022544,0.263574287856219,"obscure_destinies","my_autobio_serial_5","obscure_destinies vs. obstacles_to_peace"
"102","31","o_pioneers","obstacles_to_peace",0.304396650721737,0.558176353340105,0.253779702618368,"o_pioneers","my_autobio_serial_5","o_pioneers vs. obstacles_to_peace"
"103","31","obstacles_to_peace","shadows_rock",0.568599805236797,0.349011642677035,0.219588162559762,"shadows_rock","my_autobio_serial_5","obstacles_to_peace vs. shadows_rock"
"104","31","obstacles_to_peace","sapphira",0.796890836186656,0.582442599679285,0.214448236507371,"sapphira","my_autobio_serial_5","obstacles_to_peace vs. sapphira"
"105","31","obstacles_to_peace","song_lark",0.690397587931866,0.485526200689374,0.204871387242492,"song_lark","my_autobio_serial_5","obstacles_to_peace vs. song_lark"
"106","31","obstacles_to_peace","one_of_ours",0.756440118704609,0.551796320137605,0.204643798567004,"one_of_ours","my_autobio_serial_5","obstacles_to_peace vs. one_of_ours"
"107","31","obstacles_to_peace","stories",0.731431816255197,0.529018044929806,0.202413771325391,"stories","my_autobio_serial_5","obstacles_to_peace vs. stories"
"108","31","lost_lady","obstacles_to_peace",0.433245040645404,0.633080241622963,0.199835200977559,"lost_lady","my_autobio_serial_5","lost_lady vs. obstacles_to_peace"
"109","31","obstacles_to_peace","stories_reviews_essays",0.740634832185208,0.542604933133419,0.198029899051789,"stories_reviews_essays","my_autobio_serial_5","obstacles_to_peace vs. stories_reviews_essays"
"110","31","not_under_forty","obstacles_to_peace",0.46230756787243,0.658710838604146,0.196403270731716,"not_under_forty","my_autobio_serial_5","not_under_forty vs. obstacles_to_peace"
"111","31","obstacles_to_peace","youth_medusa",0.606547827496755,0.410266098830097,0.196281728666658,"youth_medusa","my_autobio_serial_5","obstacles_to_peace vs. youth_medusa"
"112","31","death_comes","obstacles_to_peace",0.617156019435517,0.808812624125353,0.191656604689836,"death_comes","my_autobio_serial_5","death_comes vs. obstacles_to_peace"
"113","31","alexanders_bridge","obstacles_to_peace",0.4012769511342,0.577500326552269,0.176223375418069,"alexanders_bridge","my_autobio_serial_5","alexanders_bridge vs. obstacles_to_peace"
"114","31","obstacles_to_peace","reviews_and_essays",0.783018305282704,0.618829180105544,0.16418912517716,"reviews_and_essays","my_autobio_serial_5","obstacles_to_peace vs. reviews_and_essays"
"115","31","obstacles_to_peace","plays_real_life",0.696143258065931,0.552231868106183,0.143911389959748,"plays_real_life","my_autobio_serial_5","obstacles_to_peace vs. plays_real_life"
"116","31","obstacles_to_peace","troll_garden",0.602123368677925,0.467943824755873,0.134179543922052,"troll_garden","my_autobio_serial_5","obstacles_to_peace vs. troll_garden"
"117","31","new_types_acting","obstacles_to_peace",0.471242651076582,0.604295884873457,0.133053233796875,"new_types_acting","my_autobio_serial_5","new_types_acting vs. obstacles_to_peace"
"118","31","cather_mcclures_magazine_pieces","obstacles_to_peace",0.723609770007612,0.819266908073895,0.0956571380662831,"cather_mcclures_magazine_pieces","my_autobio_serial_5","cather_mcclures_magazine_pieces vs. obstacles_to_peace"
"119","31","obstacles_to_peace","sweated_drama",0.594100023165943,0.504997650574238,0.0891023725917051,"sweated_drama","my_autobio_serial_5","obstacles_to_peace vs. sweated_drama"
"120","31","obstacles_to_peace","three_american_singers",0.90774410522841,0.860674748861434,0.047069356366976,"three_american_singers","my_autobio_serial_5","obstacles_to_peace vs. three_american_singers"
"121","32","obstacles_to_peace","training_for_ballet",1.04985192335755,0.683445417525341,0.366406505832209,"training_for_ballet","my_autobio_serial_6","obstacles_to_peace vs. training_for_ballet"
"122","32","antonia","obstacles_to_peace",0.43818853027738,0.754518976262051,0.316330445984671,"antonia","my_autobio_serial_6","antonia vs. obstacles_to_peace"
"123","32","obscure_destinies","obstacles_to_peace",0.641603901573223,0.944149890622293,0.30254598904907,"obscure_destinies","my_autobio_serial_6","obscure_destinies vs. obstacles_to_peace"
"124","32","obstacles_to_peace","song_lark",0.88778686123791,0.621379282420671,0.266407578817239,"song_lark","my_autobio_serial_6","obstacles_to_peace vs. song_lark"
"125","32","lucy_gayheart","obstacles_to_peace",0.694394049677963,0.956738176229156,0.262344126551193,"lucy_gayheart","my_autobio_serial_6","lucy_gayheart vs. obstacles_to_peace"
"126","32","obstacles_to_peace","youth_medusa",0.826593551074114,0.564857730202301,0.261735820871813,"youth_medusa","my_autobio_serial_6","obstacles_to_peace vs. youth_medusa"
"127","32","obstacles_to_peace","prof_house",0.688488267621482,0.439208521530604,0.249279746090878,"prof_house","my_autobio_serial_6","obstacles_to_peace vs. prof_house"
"128","32","lost_lady","obstacles_to_peace",0.716137293628419,0.955634885146355,0.239497591517936,"lost_lady","my_autobio_serial_6","lost_lady vs. obstacles_to_peace"
"129","32","obstacles_to_peace","one_of_ours",0.886955560779815,0.648779058487277,0.238176502292538,"one_of_ours","my_autobio_serial_6","obstacles_to_peace vs. one_of_ours"
"130","32","obstacles_to_peace","reviews_and_essays",1.04802251824997,0.810849861075807,0.237172657174163,"reviews_and_essays","my_autobio_serial_6","obstacles_to_peace vs. reviews_and_essays"
"131","32","obstacles_to_peace","stories_reviews_essays",0.799059931022958,0.5873154930477,0.211744437975258,"stories_reviews_essays","my_autobio_serial_6","obstacles_to_peace vs. stories_reviews_essays"
"132","32","obstacles_to_peace","shadows_rock",0.765536200478487,0.555981677385054,0.209554523093433,"shadows_rock","my_autobio_serial_6","obstacles_to_peace vs. shadows_rock"
"133","32","obstacles_to_peace","plays_real_life",0.910530151104572,0.70339264125108,0.207137509853492,"plays_real_life","my_autobio_serial_6","obstacles_to_peace vs. plays_real_life"
"134","32","o_pioneers","obstacles_to_peace",0.53532044955232,0.736120600324045,0.200800150771725,"o_pioneers","my_autobio_serial_6","o_pioneers vs. obstacles_to_peace"
"135","32","obstacles_to_peace","sapphira",1.05019535337687,0.858284598896341,0.191910754480529,"sapphira","my_autobio_serial_6","obstacles_to_peace vs. sapphira"
"136","32","obstacles_to_peace","troll_garden",0.862588420425422,0.694283589462428,0.168304830962994,"troll_garden","my_autobio_serial_6","obstacles_to_peace vs. troll_garden"
"137","32","obstacles_to_peace","stories",0.801979582551977,0.635476396208723,0.166503186343254,"stories","my_autobio_serial_6","obstacles_to_peace vs. stories"
"138","32","not_under_forty","obstacles_to_peace",0.590981458505701,0.756644878405225,0.165663419899524,"not_under_forty","my_autobio_serial_6","not_under_forty vs. obstacles_to_peace"
"139","32","alexanders_bridge","obstacles_to_peace",0.642413315687205,0.806051290885957,0.163637975198752,"alexanders_bridge","my_autobio_serial_6","alexanders_bridge vs. obstacles_to_peace"
"140","32","death_comes","obstacles_to_peace",0.688331919910618,0.83772684745917,0.149394927548552,"death_comes","my_autobio_serial_6","death_comes vs. obstacles_to_peace"
"141","32","new_types_acting","obstacles_to_peace",0.737275161520489,0.84857873574081,0.111303574220321,"new_types_acting","my_autobio_serial_6","new_types_acting vs. obstacles_to_peace"
"142","32","cather_mcclures_magazine_pieces","obstacles_to_peace",0.976902803177588,1.08521282250921,0.108310019331622,"cather_mcclures_magazine_pieces","my_autobio_serial_6","cather_mcclures_magazine_pieces vs. obstacles_to_peace"
"143","32","obstacles_to_peace","sweated_drama",0.723382016279874,0.620790549928374,0.1025914663515,"sweated_drama","my_autobio_serial_6","obstacles_to_peace vs. sweated_drama"
"144","32","obstacles_to_peace","three_american_singers",1.1858471951531,1.20784731981698,0.0220001246638799,"obstacles_to_peace","my_autobio_serial_6","obstacles_to_peace vs. three_american_singers"
"145","33","obstacles_to_peace","training_for_ballet",0.758428449438028,0.384624320600707,0.373804128837321,"training_for_ballet","my_autobio_serial_7","obstacles_to_peace vs. training_for_ballet"
"146","33","antonia","obstacles_to_peace",0.493672497733446,0.780212257000547,0.286539759267101,"antonia","my_autobio_serial_7","antonia vs. obstacles_to_peace"
"147","33","obstacles_to_peace","prof_house",0.72866518217253,0.48830526531764,0.24035991685489,"prof_house","my_autobio_serial_7","obstacles_to_peace vs. prof_house"
"148","33","lucy_gayheart","obstacles_to_peace",0.746171833164591,0.960227244587848,0.214055411423257,"lucy_gayheart","my_autobio_serial_7","lucy_gayheart vs. obstacles_to_peace"
"149","33","not_under_forty","obstacles_to_peace",0.630497770966253,0.841689932921983,0.21119216195573,"not_under_forty","my_autobio_serial_7","not_under_forty vs. obstacles_to_peace"
"150","33","obstacles_to_peace","youth_medusa",0.778048724940905,0.574411741971888,0.203636982969017,"youth_medusa","my_autobio_serial_7","obstacles_to_peace vs. youth_medusa"
"151","33","obstacles_to_peace","stories",0.875236134787127,0.686464929670852,0.188771205116275,"stories","my_autobio_serial_7","obstacles_to_peace vs. stories"
"152","33","obstacles_to_peace","one_of_ours",0.868440734430954,0.683971082188912,0.184469652242042,"one_of_ours","my_autobio_serial_7","obstacles_to_peace vs. one_of_ours"
"153","33","obscure_destinies","obstacles_to_peace",0.759703409588584,0.94114041858987,0.181437009001286,"obscure_destinies","my_autobio_serial_7","obscure_destinies vs. obstacles_to_peace"
"154","33","o_pioneers","obstacles_to_peace",0.626590704019803,0.800189477400822,0.173598773381019,"o_pioneers","my_autobio_serial_7","o_pioneers vs. obstacles_to_peace"
"155","33","obstacles_to_peace","song_lark",0.801459061021146,0.628665058845287,0.172794002175859,"song_lark","my_autobio_serial_7","obstacles_to_peace vs. song_lark"
"156","33","obstacles_to_peace","shadows_rock",0.820439236058387,0.650008415140679,0.170430820917708,"shadows_rock","my_autobio_serial_7","obstacles_to_peace vs. shadows_rock"
"157","33","obstacles_to_peace","stories_reviews_essays",0.835960572455416,0.668128631252201,0.167831941203215,"stories_reviews_essays","my_autobio_serial_7","obstacles_to_peace vs. stories_reviews_essays"
"158","33","obstacles_to_peace","reviews_and_essays",1.02016747845384,0.884624698647581,0.135542779806259,"reviews_and_essays","my_autobio_serial_7","obstacles_to_peace vs. reviews_and_essays"
"159","33","alexanders_bridge","obstacles_to_peace",0.710904115977507,0.842006230068969,0.131102114091462,"alexanders_bridge","my_autobio_serial_7","alexanders_bridge vs. obstacles_to_peace"
"160","33","obstacles_to_peace","sapphira",0.925485929571914,0.796631107347098,0.128854822224816,"sapphira","my_autobio_serial_7","obstacles_to_peace vs. sapphira"
"161","33","new_types_acting","obstacles_to_peace",0.81510690613708,0.943463685249051,0.128356779111971,"new_types_acting","my_autobio_serial_7","new_types_acting vs. obstacles_to_peace"
"162","33","lost_lady","obstacles_to_peace",0.710714573904063,0.834521070314651,0.123806496410588,"lost_lady","my_autobio_serial_7","lost_lady vs. obstacles_to_peace"
